"Id","Name","StreetAddress","PostalCode","Locality","Region","Country","PhoneNumber","Email"
529,"Jelgava city sport hall","Mātera 44a","","Jelgava","","Latvia","",""
530,"Palm Beach County Convention Center","650 Okeechobee Blvd","33401","West Palm Beach","FL","U.S.A.","",""
531,"Sports Centre","Olympic Boulevard Sydney Olympic Park","","Sydney","","Australia","",""
532,"Sport Hall Marino Cvetkovic","Stubiste Lipovica","51410","Opatija","","Croatia","",""
533,"Bintang Badmitnon","746 S Milpitas Blvd","95035","Milpitas","California","U.S.A.","",""
534,"Sporthall","","","Opatija","","Croatia","",""
535,"Sporthall ""Marino Cvetkovic""","","51410","Opatija","","Croatia","+385 51 680 130",""
536,"ΔΑΚ ΣΙΔΗΡΟΚΑΣΤΡΟΥ","","","ΣΙΔΗΡΟΚΑΣΤΡΟ","","Greece","",""
537,"Cleveland Convention Center Hall A","300 Lakeside Ave E","44114","Cleveland","Ohio","U.S.A.","216.363.1444","KMaloney@clevelandsports.org"
538,"Polideportivo Marques de Samaranch","Paseo Imperial 18","","Madrid","","Spain","",""
539,"Egret Badminton Center","1251 Basswood Rd.","60173","Schaumburg","IL","U.S.A.","847-285-5788",""
540,"Hatzor Sport Hall","Kibbutz Hatzor Ashdod","6097000","Kibbutz Hatzor","","Israel","",""
541,"JOHN BOWNE HIGH SCHOOL GYM","63-25 Main Street","11367","Flushing","NY","U.S.A.","646-271-3228","info@nycbadminton.com"
542,"ClearOne Orlando Badminton Centre","4141 N. John Young Parkway","32804","Orlando","Florida","U.S.A.","(407) 730-3596",""
543,"Markin MacPhail Centre","WinSport, Winter Sport Institute","T3B 5R5","Calgary","","Canada","",""
544,"Sport Hall Arena","Generala Knysha str 14a","","Gatchina","","Russia","",""
545,"Harbour Pointe Badminton Club","3616 South Road, Building D","98275","Mulkiteo","WA","U.S.A.","",""
546,"CPB Badminton and Sports Science Training Center","81 Nang Linchi Road, Khwaeng Chong Nonsi Yannawa, Bangkok","","Bangkok","","Thailand","603 77338962","belleng@badmintonasia.org"
547,"San Jose State University Spartan Complex, SPX 107AB","1 Washington Sq","95192","San Jose","CA","U.S.A.","",""
548,"NGUYEN DU Stadium","116 Nguyen Du Street District 1","","Ho Chi Minh City","","Vietnam","",""
549,"Gimnasio Nº1 Bernardo Muñoz Vargas","Calle pisagua 808 Esquina Baquedano","","Victoria","Araucanía","Chile","",""
550,"Round Rock Sports Center","2400 Chisolm Trail","78681","Round Rock","TX","U.S.A.","","compete@greateraustinbadminton.com"
551,"George Chaytor English College","Avda. Gabriela Mistral #03015","","TEMUCO","ARAUCANIA","Chile","",""
552,"Gimnasio Bernardo O'higgins","","","TEMUCO","","Chile","",""
553,"Centro Deportivo Betico Croes","St. Cruz z/n","","St. Cruz","","Aruba","",""
554,"Federacion Nacional de Badminton de Guatemala","Coliseo Deportivo Ciudad de los Deportes Zona 4","","Guatemala","","Guatemala","+502 23320131","badmintonguate@gmail.com"
555,"coliseo deportivo","coliseo deportivo ciudad de los deportes zona 4","1004","Guatemala","","Guatemala","23320131","badmintonguate@gmail.com"
556,"Sport Hall Spartak","2 Sredna Gora Str.","","Haskovo","","Bulgaria","",""
557,"Klaipeda Sports Hall","Buriu 5","","Klaipeda","","Lithuania","",""
558,"Northside Aztlan Center","112 Willow St.","80524","Fort Collins","CO","U.S.A.","970-221-6655",""
559,"Pembangunan Jaya Raya","Badminton Training Center Jl. Murai Raya Bintaro","","Jakarta","","Indonesia","+62 21 8445080","sekjen@pbsi.or.id"
560,"Ukraine Junior international 2016","Arzhanova str., 12-b","","Dnipropetrovsk","","Ukraine","+380675601543 , +380562355384",""
561,"Estero Community Park Recreation Center","9200 Corkscrew Palms Blvd","33928","Estero","Florida","U.S.A.","",""
562,"Palace of sports ""Borisoglebskiy""","18/1 Makhova st. Ramenskoe, Moscow region. 140100","","Ramenskoe","","Russia","+7 496 467-77-80","borisoglebskey@mail.ru"
563,"Leonard Recreation Center","6324 Ballinger Rd","27410","Greensboro","NC","U.S.A.","336 297-4889",""
564,"Altona Badminton Centre","Paisley Park 271 Mason Street Altona North","","Melbourne","Victoria","Australia","",""
565,"Hall Omnisport La Prealle","Rue Emile Muraille 158","4040","Herstal","","Belgium","",""
566,"Sportovni hala Kralovka","Nad Kralovskou oborou 51","170 00","Prague","","Czech Republic","",""
567,"Bac Ninh Sports Stadium","No 319 Han Thuyen Road, Vu Ninh Ward,","","Bac Ninh","","Vietnam","84 241 3822 532","secretariat36vbf@gmail.com"
568,"Sport Hall Olympic","Batareinaya str. 2","","Vladivostok","","Russia","",""
569,"Sport Hall Europe","7 Iskarsko Shose Blvd.","","Sofia","","Bulgaria","",""
570,"Centro Nacional de Alto Rendimiento Deportivo","Miguel B. Sanchez 1050 Ciudad Autonoma de Buenos Aires","","Buenos Aires","Buenos Aires","Argentina","+54 11 5481 9703","secretario@febara.org"
571,"Gospino Polje","Liechtesteinov put 10","20000","Dubrovnik","","Croatia","",""
572,"Pakistan Sports Complex Islamabad","","","Islamabad","","Pakistan","+92 42 36313751","secretarypbf@gmail.com"
573,"Bahrain Keraleeya Samajam DJ Hall","PO Box 757, Building 32, Block 328, Road 2801,","","Bahrain","Segayya","Bahrain","+973 17251878","bic.2016@yahoo.com"
574,"MICHALIS PARASKEVOPOULOS","","","ALEXANDROUPOLI","","Greece","",""
575,"Gelora Universitas Semarang","Jl. Soekarno Hatta Semarang","","Semarang","","Indonesia","+62 21 8445080",""
576,"Sport Hall of Tennis Sport","","","Shymkent","","Kazakhstan","+7 777 249 22 50","oaskar@bk.ru"
577,"Jotunhallen","Bugårdsparken","","Sandefjord","","Norway","",""
578,"City Sport Hall Orlova","Masarykova 1313","93514","Orlova-Lutyne","","Czech Republic","",""
579,"Long Island Sports Center","22 Lumber Road","","Roslyn","New York","U.S.A.","516-621-1402","longislandsportscenter@gmail.com"
580,"Sportove Centrum M-SPORT","Ostrov 363 Zamarovce","","Trencin","","Slovakia","",""
581,"Kibbutz Hatzor sport hall","Kibbutz Hatzor","6097000","Kibbutz Hatzor","","Israel","",""
582,"Westminster Rec Center","10455 N Sheridan Blvd","80020","Westminster","CO","U.S.A.","",""
583,"John Barrable Hall","Benoni","","Benoni","","South Africa","",""
584,"Seogwipo Olympic Stadium","97 Jungsanganseo-ro Seogwipo-si","","Jeju","","Korea","+82-64-760-3658",""
585,"Shahid Tajuddin Ahmed Indoor Stadium","Bangabandhu National Stadium Complex","1000","Dhaka","","Bangladesh","88029571756",""
586,"Hawthorne Recreation Center","345 Hawthorne Lane","","Charlotte","NC","U.S.A.","",""
587,"Shaheed Tajuddin Ahmed Indoor Stadium","Bangabandhu National Stadium Complex","1000","Dhaka","","Bangladesh","+88 02 9571756","badminton.bangladesh@gmail.com"
588,"Dasharath National Stadium Kathmandu","Tripureshwor","","Kathmandu","","Nepal","+977-14101062","nepalbadminton@info.com.np"
589,"Palapellicone","Via della Stazione di Castel Fusano","122","Ostia Lido, Rome","","Italy","",""
590,"UBC","","","Fremont","CA","U.S.A.","",""
591,"NYBC","132-70 34th Ave","11354","Flushing","NY","U.S.A.","6462713228",""
592,"TTÜ Sport Hall","Männiliiva 7","13415","Tallinn","Harjumaa","Estonia","",""
593,"SPH GYM 2101","4200 Valley Drive","20742","College Park","Maryland","U.S.A.","",""
594,"EGRET","1251 Basswood Rd","","Schaumburg","IL","U.S.A.","",""
595,"Hala widowiskowo-sportowa","Wojciecha Sapety Str. 8A","41-407","Imielin","","Poland","+48 793660393","uksuniabierun@gmail.com"
596,"Sparbanken Skåne Arena","Stattenavägen","","Lund","","Sweden","",""
597,"S.D. Badminton Center Court","10806 Willow Court Suite 1","92127","San Diego","California","U.S.A.","619-864-3581","rathsy@yahoo.com"
598,"TBR","Gnoðavogi 1","104","Reykjavik","","Iceland","3545812266","tbr@tbr.is"
599,"Academy of the Holy Family","St. Michael Center Gymnasium School Hill Road","","Baltic","Connecticut","U.S.A.","",""
600,"Evangelos Florakis Sports Hall","Makarios Sports Center Avenue Engomi Nicosia","2400","Nicosia","","Cyprus","35722449868","badminton@cytanet.com.cy"
601,"Nimibutur Stadium","National Stadium Rama I Rd., Pathumwan","10330","Bangkok","","Thailand","",""
602,"9586 Distribution Ave. #E","","92121","San Diego","California","","619-647-5320",""
603,"Polideportivo Corredoira Arena","Calle Maestro Don Marciano","33011","Oviedo","","Spain","","info@badminton.es"
604,"ClearOne Sports Center","4141 North John Young Parkway","32804","Orlando","FL","U.S.A.","",""
605,"Innogy Sporthalle","An den Sportstätten 6","D-45468","Mülheim an der Ruhr","","Germany","",""
606,"Badminton Hall Duinwijck","Badmintonpad 1","2024 BT","Haarlem","","Netherlands","(+31)(0)23 5262996","tournament@dutchjunior.com"
607,"National Indoor Sports Centre","Independence Park National Stadium Kingston, Jamaica","","Kingston 6","","Jamaica","876 536-5020","antonio.bell@badmintonjamaica.com"
608,"Esporte Clube Pinheiros","Hans Nobling St, s/nr. Jardim Europa","1455010","São Paulo","SP","Brazil","",""
609,"CAR-VIDENA","AV.Del aire puerta N° 2, San Luis","","Lima","Lima","Peru","+51 977 166 751","badmintonperu@gmail.com"
610,"Synergy Badminton Academy","190 Constitution Dr","94025","Menlo Park","CA","U.S.A.","",""
611,"Sports Hall","123 Herzel Street","","Rishon Le zion","","Israel","+972-546655854","badmintonrlz@gmail.com"
612,"Ciudad Deportiva","Via Blanca y Boyeros Cerro","","La Habana","La Habana","Cuba","5376487099","alexis@inder.cu"
613,"Newark Memorial","","","Newark","CA","U.S.A.","",""
614,"San Diego Badminton Center Court","10860 Willow Crt Suite 1","92127","San Diego","California","U.S.A.","858-673-1711","rathsy@yahoo.com"
615,"CODE II Jalisco","Magisterio #1549 Colonia Miraflores C.P. 44270","","Guadalajara","Jalisco","Mexico","+52 322 226 0123",""
616,"Sports Center Mongolia","Sukhbaatar district","","Ulaanbaatar","Ulaanbaatar","Mongolia","91117363","mba@badminton.mn"
617,"San Jose State Spartan Complex","One Washington Sq","","San Jose","CA","U.S.A.","",""
618,"PEMBANGUNAN JAYA RAYA Badminton Training Center","Jl. Murai Raya, Bintaro","","Jakarta","","Indonesia","+62 21 8445080","sekjen@pbsi.or.id"
619,"Sport hall Dom sportova","Trg Krešimira Ćosića 11","10000","ZAGREB","","Croatia","38516421021",""
620,"W.P. Wagner High School","6310 Wagner Road","","Edmonton","AB","Canada","","tournament@edba.org"
621,"Veterans Sports Complex","22400 Moneta Avenue","90745","Carson","CA","","949-220-3629","cfperez1978@gmail.com"
622,"SGVBC El Monte","","","El Monte","California","","",""
623,"Stage 18 Badminton Centre","#170 - 2351 No.6 Road","","Richmond","BC","Canada","604-278-3233",""
624,"Gospino Polje Sports Hall","Liechtensteinov put 10","","Dubrovnik","","Croatia","385915210334","crobad@cba.hr"
625,"Спортын төв ордон ""А"" заал","","","Улаанбаатар","","Mongolia","",""
626,"Mandarin Badminton","500 Esna Park Drive #8","L3R 1H5","Markham","Ontario","Canada","",""
627,"Oregon Badminton Academy","5805 SW 107th Ave","97005","Beaverton","Oregon","","(503) 430-7861","usmastersintl2017@gmail.com"
628,"Sporthall ""Marino Cvetković""","","51410","Opatija","","Croatia","",""
629,"OPEN TO MEMBERS OF KIMBERTON BADMINTON CLUB ONLY","410 W Seven Stars Rd","19460","Phoenixville","PA","U.S.A.","",""
630,"""Constantin Jude"" Sports Hall","300585 Timisoara, 7 Ripensia Street","","Timisoara","Timis","Romania","40256204286","frb@badminton.ro"
631,"Shannon Pohl Badminton Academy / Adversity Volleyball Center","710 Corporate Woods Parkway","60061","Vernon Hills","Illinois","U.S.A.","",""
632,"Pasir Ris Sports Hall","","","Singapore","","Singapore","",""
633,"Hecht Athletic Center","5821 San Amaro Drive","33146","Coral Gables","Florida","U.S.A.","(305) 284-8309",""
634,"Kaunas sport hall","Perkuno al. 5","44221","Kaunas","","Lithuania","37067270222","info@badminton.lt"
635,"Birmingham-Jefferson Convention Center","2100 Richard Arrington Jr. Blvd. N","35203","Birmingham","Alabama","U.S.A.","(225) 766-6800","nsga@NSGA.com"
636,"National Badminton Centre","Rose Hill","","Rose Hill","","Mauritius","",""
637,"Polideportivo Marqués de Samaranch","Paseo Imperial 18","","MAdrid","","Spain","","info@badminton.es"
638,"CBA","46049 Warm Springs Blvd","94539","Fremont","California","","",""
639,"Mongolian badminton association","Mongolian Badminton Association chinggis avenue, khan-uul district, 15th khoroo, Olympic House 403","14210","ulaanbaatar","ulaanbaatar","Mongolia","97691117363","mba@badminton.mn"
640,"Forum de l'Universite de Cocody","Abidjan","","Abidjan","","Ivory Coast","",""
641,"Bintang Badminton","245 S. Spruce Ave, Suite 700","","South San Francisco","CA","U.S.A.","650-624-0002",""
642,"Arena","Leningrad region, Gatchina Generala Knysha street 14a","","Gatchina","","Russia","+7 921 321 07 62","fokarena@gmail.com"
643,"Kodeljevo sports hall","Gortanova ulica 21","1000","Ljubljana","","Slovenia","",""
644,"Drive Badminton Centre","#138-4551 No. 3 Road","","Richmond","BC","Canada","604-285-2638",""
645,"Custer Park","","","Marietta","GA","U.S.A.","",""
646,"Don Shula's Athletic Club","15150 Bull Run Road","33014","Miami Lakes","Florida","U.S.A.","(305) 820-8025",""
647,"Anaheim Convention Center Arena","800 W Katella Avenue","92802","Anaheim","California","U.S.A.","+1-714-765-8590",""
648,"Wasson Academic Campus","2115 Afton Way","80909","Colorado Springs","CO","U.S.A.","",""
649,"Pan Am Centre","","","Markham","Ontario","Canada","",""
650,"San Gabriel Valley Badminton Club 2: Pomona","3410 Pomona Blvd","91768","Pomona","CA","","(626) 307-4650","tournament@sgvbc.net"
651,"Gelanggang Remaja Tanjung Priok","Gelanggang Remaja Tanjung Priok Jl. Sunter Karya Utara VI/1,","","Jakarta","","Indonesia","+62 218445080","sekjen@pbsi.or.id"
652,"Wyoming High School","1350 Prairie Parkway SW,","49509","Wyoming","MI","U.S.A.","",""
653,"Eastlink Badminton Stadium","30 Old Farm Road Hamilton East","3216","Hamilton","","New Zealand","+64 6 8459336",""
654,"Covenant College","Ashe Activity Center 14049 Scenic Hwy Look Mountain, GA","","Chattanooga","TN","U.S.A.","",""
655,"Sport hall “Vasil Levsky”","City Pazardzhik 5 Gen.Gurko Bul.","4400","Pazardzhik","Sofia","Bulgaria","35929867781","badmintonbg@gmail.com"
656,"Racket Centre","Orange Grove Road","","Tacarigua","","Trinidad and Tobago","",""
657,"Atlanta Badminton Club","3975 Lakefield Court STE 102","30024","Suwanee","Georgia","U.S.A.","4049814678","chandra.madhavan@gmail.com"
658,"KHW Upper Gymnasium","350 Victoria Street","M5B 2K3","Toronto","Ontario","Canada","",""
659,"Športové centrum M-SPORT Trenčín","Ostrov 363 Zamarovce","","Trencin","","Slovakia","",""
660,"Dak Livadias","Aristofanous","32131","Livadia","","Greece","306993168859",""
661,"Lisburn Racquets Club","36 Belfast Rd Lisburn","BT27 4AS","Lisburn","","Ireland","+44 28 9266 4340",""
662,"""Sala Polivalenta"" Sports Hall","Calimanesti street no. 1","310168","Arad","","Romania","",""
663,"CBA Badminton Academy","46049 Warm Springs Blvd","94539","Fremont","CA","U.S.A.","510-438-0445",""
664,"Nguyen Du Cultural Sports Club","116 Nguyen Du Street, District 1","","Ho Chi Minh City","","Vietnam","",""
665,"Lokomotiv Sports Palace","90/1, KOTLOVA STR.","61052","Kharkiv","","Ukraine","380577022433",""
666,"Netball Central","Sydney Olympic Park","","Sydney","New South Wales","Australia","",""
667,"""NEPTŪNO"" Sports Hall","Taikos pr. 61A","","Klaipeda","","Lithuania","",""
668,"Smash! Badminton San Diego","9586 Distribution Ave Suite E","92121","San Diego","CA","","",""
669,"Rajiv Gandhi Indoor Stadium.","","","Cochin","Kerala","India","",""
670,"Anaheim Korean Presbyterian Church","1408 S. Euclid St.","92802","Anaheim","CA","U.S.A.","",""
671,"FEDERACION NACIONAL DE BADMINTON","COLISEO DEPORTIVO, CIUDAD DE LOS DEPORTES ZONA 4","1004","Guatemala","Guatemala","Guatemala","23320131","badmintonguate@gmail.com"
672,"Ethiopian Youth Academy Gymnasium Hall","Addis Ababa","","Addis Ababa","","Ethiopia","",""
673,"Mladost SportHall","","4400","Pazardhzik","Pazardhzik","Bulgaria","",""
674,"Sala polivalenta ”Nadia Comaneci”","Aleea Parcului nr. 11","","Onesti","Bacau","Romania","756106049","agapimircea01@yahoo.co.uk"
675,"Športové centrum M-Šport Trenčín","Ostrov 363 Zamarovce","","Trenčín","","Slovakia","",""
676,"Hinsdale South HS","","","Darien","IL","U.S.A.","",""
677,"National Indoor Stadium (1) Thu Wun Na","National Indoor Stadium (1) Thu Wun Na","","Yangon","","Myanmar","60377338962","belleng@badmintonasia.org"
678,"Sport Hall ""Europe""","7 Iskarsko Shose Blvd.","","Sofia","","Bulgaria","35929867781","badmintonbg@gmail.com"
679,"DELFI Sports Arena","DELFI sporto centras Ozo g. 14C","","Vilnius","","Lithuania","",""
680,"10806 Willow Court, Suite #1","","92127","San Diego","CA","U.S.A.","8586731711",""
681,"Smashville Badminton","310 E. High St.","","Pottstown","PA","U.S.A.","",""
682,"GOR AMONGROGO","Jl Kenari No 1,","55166","Yogyakarta","","Indonesia","",""
683,"Costa Cavalcante Venue","Lisboa St, sn Jardim Alice 1","85858050","Foz do Iguaçu","PR","Brazil","",""
684,"Palacio Gioriver Arias","Centro Olimpico Juan Pablo Duarte","","Santo Domingo","Santo Domingo","Dominican Republic","18098461299","gcstillofedobad@gmmail.com"
685,"Smash Badminton San Diego","9586 Distribution Ave., Suite E","92121","San Diego","CA","U.S.A.","(858) 876-2741",""
686,"Shuttlesport","1120-550 Sherling Place","","Coquitlam","BC","Canada","(604) 552-2473","office@shuttlesport.com"
687,"Campus Health & Wellness Centre","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
688,"ClearOne Sports Centre","4141 N John Young Parkway #3","32804","Orlando","Florida","U.S.A.","407-730-3596","orlando@clearonebadminton.com"
689,"Kazakhstan, Shymkent, Sport Hall of tennis sport school","Sport Hall of tennis sport school 43/1, Askarov str., Shymkent, South-Kazakhstan province,","","Shymkent","","Kazakhstan","77772492250","oaskar@bk.ru"
690,"Palacio Georiver Arias","Centro Olimpico Juan Pablo Duarte","","Santo Domingo","Santo Domingo","Dominican Republic","18098461299","gcastillofedobad@gmail.com"
691,"Cairo National Stadium","Egypt , Cairo , Nasr City , Salah Salem Street , Cairo Stadium , Federations Building , First floor","","cairo","","Egypt","24043923","heshamtohamy72@yahoo.com"
692,"Sport hall of South Kazakhstan regional","Sport hall of South Kazakhstan regional 43/1, Askarov Str South – Kazakhstan Province,","","Shymkent","","Kazakhstan","",""
693,"Purdue Recreation & Wellness","355 N Martin Jischke Dr","47907","West Lafayette","Indiana","U.S.A.","",""
694,"Saarlandhalle Saarbrücken","An der Saarlandhalle 1","66113","Saarbrücken","","Germany","",""
695,"Aly Hasaballah","Egypt , Cairo , Nasr City , Salah Salem Street , Cairo Stadium , Federations Building , First floor","","Cairo","","Egypt","1223189951","ali-hasaballah@hotmail.com"
696,"Gentofte Badminton Hal tbc","Ved Stadion 4","2820","Gentofte","","Denmark","",""
697,"Garden Grove Sports & Recreation Center","13641 Deodara Dr","92844","Garden Grove","CA","U.S.A.","","twonla@gmail.com"
698,"Complex Sportif Mohamed V","Casablanca","","Casablanca","","Morocco","",""
699,"Liaqat Gymnasium, Pakistan Sports Complex Islamabad, Pakistan","Pakistan Sports Board Kashmir Highway near Abpara Islamabad, Pakistan","44000","Islamabad","Capital Territory","Pakistan","+92-4236313751","secretarypbf@gmail.com"
700,"San Gabriel Valley Badminton Club (SGVBC)","3410 Pomona Blvd","91768","Pomona","CA","U.S.A.","",""
701,"K Horánskej studni 29","","84102","Bratislava","","Slovakia","",""
702,"Miryang City Badminton Stadium","26 Sichung-ro, Miryang city Gyeongnam, KOREA","50420","Miryang","Gyeongnam","Korea","8224226173","badmintonkorea@bka.kr"
703,"Salle OMS HARCHA Hacéne","Place of 1st May Algiers","16000","Algiers","","Algeria","213560516867","badalgerie@gmail.com"
704,"City Sports Hall Orlova","Masarykova 1313","735 14","Orlová-Lutyně","Czech Republic","Czech Republic","420602210017","badminton@cuscz.cz"
705,"Shuttlesport Badminton Academy","Unit# 1120 550 Sherling Place","V3V 0J6","Port Coquitlam","BC","Canada","604-552-2473","office@shuttlesport.com"
706,"Mandarin BC","500 Esna Park Drive #8","L3R 1H5","Markham","Ontario","Canada","",""
707,"Polideportivo León Najnudel - Cenard","Miguel B.. Sánchez 1050","","Buenos Aires","Ciudad Autónoma de Buenos Aires","Argentina","",""
708,"Lobatse Sports Complex","","","Lobatse","","Botswana","+267 74064225","matfrey2000@yahoo.com"
709,"Singapore SportsHub OCBC Arena","","","Singapore","","Singapore","63441773",""
710,"Yeomju Gymnasium","Geumhwa-ro 278 beon-gil Seo-gu","","Gwangju City","Gwangju","Korea","062-604-1400",""
711,"Olympic Youth Development Centre","Lusaka","","Lusaka","","Zambia","",""
712,"NORTHERN VIRGINIA BADMINTON CLUB","44590 Guilford Drive, #100","20147","Ashburn","VA","U.S.A.","571-577-3065","manori.nadesalingam@gmail.com"
713,"Frisco Badminton","10550 John W. Elliott Dr, Suite # 300","75033","Frisco","Texas","U.S.A.","2146180491","friscoopen2017@gmail.com"
714,"IM Sports West Gym 3","393 Chestnut Rd","","East Lansing","Michigan","U.S.A.","",""
715,"NGBA Hall","Thabe Tswane Events Centre","","Pretoria","","South Africa","+27 12 663 3292","badmintonsa@mweb.co.za"
716,"Turkish Badminton Federation Olympic Center","Adnan Menderes Mah. 1047.Sk. No.1 Ankara Turkey","6700","Ankara","","Turkiye","903123108054","info@badminton.gov.tr"
717,"Ankara Olympic Center","Aktepe Karakoli Yani Aktepe Kecioren Turkey","6300","Ankara","","Turkiye","","tbfed@mynet.com"
718,"Kerr Hall Upper Gym","350 Victoria Street","M5B2K3","Toronto","","Canada","",""
719,"Sportovní hala města Mostu","Budovatelů 112","43401","Most","","Czech Republic","",""
720,"Axiata Arena","Kuala Lumpur Sports City","57000","Bukit Jalil","Kuala Lumpur","Malaysia","60320112655","jane.l@bam.org.my"
721,"Northern California Badminton Club","2421 Mercantile Dr, Rancho Cordova 95742","","Sacramento","CA","U.S.A.","","ncbcwinter2018@gmail.com"
722,"Istora Senayan","","","Jakarta","","Indonesia","",""
723,"SGVBC","9255 Telstar Ave","91731","El Monte","CA","","626 3074650",""
724,"Fyrisfjädern","Badmintonstigen 1","75334","Uppsala","","Sweden","",""
725,"Badminton North Harbour Centre","47 Bond Crescent Forrest Hill Auckland","745","Auckland","","New Zealand","6494106941","lisa@bnh.org.nz"
726,"22 Lumber Road","","11576","Roslyn","NY","U.S.A.","516-621-1402","longislandsportscenter@gmail.com"
727,"Badminton Centrum Pécs","Basamalom utca 33.","H-7630","Pecs","","Hungary","",""
728,"K-W Badminton Club","69 Agnes Street","N2G 2E9","Kitchener","Ontario","Canada","519-742-1844",""
729,"MTN ARENA LUGOGO","LUGOGO","256","KAMPALA","","Uganda","256772411724","smugabi2014@gmail.com"
730,"Campus Recreation and Wellness Centre, UOIT","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
731,"Sportove centrum M-SPORT","Ostrov 363","","Zamarovce – Trencin","","Slovakia","",""
732,"Gimnasio Costa Cavalcante","","","Foz do Iguazu","Foz do Iguazu","Brazil","551935794936","operacional@badminton.org.br"
733,"US Badminton Academy","4569 Las Positas Rd","94551","Livermore","CA","U.S.A.","",""
734,"Ciudad Deportiva Sport Hall","Vía Blanca y Ave. Rancho Boyeros Municipio Cerro","","La Habana","La Habana","Cuba","5376487099","alexis@inder.cu"
735,"Arena Birmingham","King Edwards Road Birmingham","B1 2AA","Birmingham","","England","01908 268400","majorevents@badmintonengland.co.uk"
736,"city sport hall rishon le zion","Herzel street 123, rishon le zion, Israel","","Rishon Le zion","","Israel","+972-546655854","badmintonrlz@gmail.com"
737,"Czech International 2018","Hala STaRS Karviná Karola Śliwky 783/2a Karviná - Fryštát","735 06","Karviná","Czech Republic","Czech Republic","420737263077","badminton@cuscz.cz"
738,"Quan Ngua Sports Complex","No.30 Van Cao Street, Lieu Giai Ward, Ba Dinh District","100000","Hanoi","Vietnam","Vietnam","",""
739,"Glencoe","636 29 Ave SW","T2S 0P1","Calgary","AB","Canada","4032972722","jbell@badmintonalberta.ca"
740,"Campus Recreation and Wellness Centre (UOIT)","2000 Simcoe Street North","","Oshawa","Ontatio","Canada","",""
741,"Kingston Collegiate & VI","235 Frontenac St","K7L 3S7","Kingston","Ontario","Canada","(613) 544-4811","saundersm@limestone.on.ca"
742,"DOM SPORTOVA","TRG KREŠIMIRA ČOSIĆA 11","10000","ZAGREB","CROATIA","Croatia","00385 1 6421 021",""
743,"Indoor Hall","Dekou str. 4","62300","Sidirokastro","","Greece","",""
744,"Sporthal Den Willecom","Terelststraat 2","2650","Edegem","","Belgium","",""
745,"Play and Thrive","81 Remington Road","60173","Schaumburg","Illinois","U.S.A.","224-595-1513","peters@playnthrive.com"
746,"GOR PB Jaya Raya Bintaro","Jl. Garuda No.18, Sawah Lama, Ciputat, Kota Tangerang Selatan, Banten","15413","South Tangerang","","Indonesia","",""
747,"Durham District School Board","","","Whitby","Ontario","Canada","",""
748,"Sportovní hala","Chvalšinská 111","381 01","Český Krumlov","","Czech Republic","",""
749,"Vantaan Energia Areena","Rajatorpantie 23","1600","Vantaa","","Finland","",""
750,"Trinquete Corto - Cenard","Miguel B.. Sánchez 1050","","Buenos Aires","","Argentina","",""
751,"Sarkeys Fitness Center","","","Norman","OK","U.S.A.","",""
752,"Carrara Stadium","","","Goldcoast, queensland","","Australia","",""
753,"CODE II JALISCO","MAGISTERIO #1549 COLONIA MIRAFLORES","44270","GUADALAJARA","JALISCO","Mexico","523344440444","femeba2012@gmail.com"
754,"Agile Stadium of Lingshui Culture and Sports Square","Binhe South Road, Lingshui, Hainan, China (Lingshui Culture and Sports Square)","","Ling Shui","","China","",""
755,"VELO Hall","Noordweg 26","","Wateringen","","Netherlands","","dutchinternational@badminton.nl"
756,"University of Cyprus Sports Center","University Avenue 1, Aglantzia","1678","Nicosia","","Cyprus","35722449868",""
757,"DAK SIDIROKASTROU","Dekou Str. 4","62300","SIDIROKASTRO","","Greece","",""
758,"UW Natatorium","2000 Observatory Dr","53706","Madison","WI","U.S.A.","6086221543","uwmadisonbc@gmail.com"
759,"Garden Grove Recreation Center","13641 Deodara Dr","92844","Garden Grove","CA","U.S.A.","7145481457",""
760,"Maxwell Heights SS","1100 Coldstream Drive","","Oshawa","Ontario","Canada","",""
761,"Palacio de Deportes","Av. de las Fuerzas Armadas 6","21007","Huelva","","Spain","",""
762,"Wuhan Sports Center","Wuhan Sports Center Development Zone","430056","Wuhan","","China","86276884001","wscwqh@126.com"
763,"Boston Badminton club","169 Flanders Rd","1581","Westborough","MA","U.S.A.","",""
764,"Sport hall ""Vasil Levski""","General Gurko str. 5,","4400","Pazardzhik","","Bulgaria","",""
765,"CRWC (Durham College)","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
766,"Henry M. Gunn High School","780 Arastradero Road","","Palo Alto","CA","U.S.A.","",""
767,"Rockwell Cage Gymasium","120 Vassar Street","2139","Cambridge","MA","U.S.A.","317-345-5248","CCClawrence@aol.com"
768,"Lasher High School Fieldhousel","3456 Lasher Rd","48302","Bloomfield Hills","MI","U.S.A.","9063704403",""
769,"QUAYCENTRE","Olympic Boulevard Sydney Olympic Park","","Sydney","","Australia","",""
770,"Polideportivo 2 - CAR Videna","Av. Del Aire Cdra. 8 San Luis","1","Lima","Lima","Peru","511 3706376","badmintonperu@gmail.com"
771,"Sports Hall Marino Cvetković","Stubište Lipovica","51410","Opatija","","Croatia","",""
772,"Maugus Cllub","40 Abbot Rd.","2481","Wellesley","MA","U.S.A.","",""
