"Id","Name","StreetAddress","PostalCode","Locality","Region","Country","PhoneNumber","Email"
1383,"Nexus Badminton","13960 N Stemmons Fwy","75234","Farmers Branch","Texas","U.S.A.","2147010535","admin@nexusbadminton.com"
1384,"Ramsey Student Center; Gym East","330 River Rd.","30602","Athens","GA","U.S.A.","",""
1386,"Malkin Athletic Center, 4th floor","39 Holyoke St","","Cambridge","MA","U.S.A.","",""
1387,"Nets & Turf Arena","2711 Pine grove rd","","Cumming","GA","U.S.A.","",""
1388,"SPARC Arena","42775 9 mile rd","48375","Novi","Michigan","U.S.A.","",""
1389,"chicago badminton academy","570A Telser Rd","60047","Lake Zurich","Illinois","U.S.A.","2244247373","cbacademy1118@gmail.com"
1390,"Club 28 Philadelphia","3569 Edgemont st","19134","Philadelphia","PA","U.S.A.","",""
1391,"1400 E 6th St","","85721","Tucson","Arizona","U.S.A.","(520) 621-8702",""
1397,"43921 Boscell Rd.","","94538","Fremont","CA","U.S.A.","",""
1401,"St. Leo University Wellness Center","33701 State Road 52","33574","St. Leo","Florida","U.S.A.","(352) 588-8035",""
1403,"ClearOne Badminton Centre (No 3 Rd)","4351 No 3 Road Unit #100","V6X 2C3","Richmond","BC","Canada","(604) 278 0221","tournament@clearonebadminton.com"
1404,"MBC","2019 Corporate Ln STE 103","60563","Naperville","IL","U.S.A.","",""
1405,"Pioneer Badminton Club","586 Territorial Dr # D","60440","Bolingbrook","Illinois","U.S.A.","(630)-410-2349",""
1406,"Westminster High School","14325 Goldenwest St","92683","Westminster","CA","U.S.A.","",""
1408,"Synergy Fremont (Sun) & Menlo Park (Sat)","","","Menlo Park & Fremont","CA","U.S.A.","",""
1412,"University of Washington Intramural Activities Building","3942 Montlake Blvd NE","98195","Seattle","Washington","U.S.A.","","husky.badminton@gmail.com"
1413,"Ramsey Student Center - Gym East","330 River Rd","30602","Athens","Georgia","U.S.A.","",""
1414,"Club 7 Charlotte","3424 Pleasant Plains Road","28104","Stallings","NC","U.S.A.","","info@club7sports.com"
1415,"WP Wagner","6310 Wagner Rd NW,","T6E 4N5","Edmonton","Alberta","Canada","",""
1416,"Vistara Sports","400 W vista ridge mall dr lewisvelle","75067","lewisvelle","Texas","U.S.A.","972-315-7495","tournaments@vistarasports.com"
1420,"Pioneer Badminton","586 Territorial Dr Suite D","60440","Bolingbrook","Illinois","U.S.A.","",""
1422,"School of Public Health Gym 2101","4200 Valley Drive","20742","College Park","MD","U.S.A.","","info@umdclubbadminton.com"
1424,"Collège St-Sacrement","901 rue St-Louis","J6W 1K1","Terrebonne","Québec","Canada","",""
1425,"Collège Saint-Sacrement","","","Terrebonne","Québec","Canada","",""
1428,"Forker 0175","2642 Union Drive","50011","Ames","Iowa","U.S.A.","",""
1429,"The Farm","2660 Vickers Drive","80918","Colorado Springs","CO","U.S.A.","",""
1430,"Complexe Sportif Saint-Raphaël","750 Jacques Bizard Blvd,","H9C 2Y2","L'Île-Bizard","Quebec","Canada","",""
1431,"Synergy Fremont & Menlo Park","","","Menlo Park & Fremont","CA","U.S.A.","",""
1434,"Glacier Creek Middle School","2800 N Military Rd","53528","Cross Plains","WI","U.S.A.","",""
1436,"HBB","43921 Boscell Rd","94538","Fremont","ca","U.S.A.","",""
1438,"Smash","9586 Distribution Ave Suite E","92121","San Diego","CA","U.S.A.","",""
1439,"Académie Ste-Thérèse","425 Rue Blainville E","J7E 1N7","Sainte-thérèse","Québec","Canada","",""
1440,"Independence High School","617 N Jackson Ave","","San Jose","CA","U.S.A.","",""
1441,"MBC - BG","1362 Barclay Blvd","60089","Buffalo Grove","IL","U.S.A.","847-777-1050","events@mbadminton.com"
1442,"Club 28 Delaware","217 Lisa Dr","","New castle","Delaware","U.S.A.","9176316713","club28.usa@gmail.com"
1444,"570A TELSER RD","","60047","LAKE ZURICH","IL","U.S.A.","",""
1445,"ISGD Gymnasium","730 South Alpha Bellbrook Road","45305","Sugarcreek","Ohio","U.S.A.","937 626 7101","shahidashraf74@gmail.com"
1447,"Mountain Range High School","12500 Huron St","80234","Westminster","CO","U.S.A.","",""
1450,"Main Gym @ UCSD","","","La Jolla","CA","U.S.A.","8583196970","sungodbaddy@gmail.com"
1451,"New Hope Badminton Academy","1422 NJ-179","","Lambertville","New Jersey","U.S.A.","",""
1452,"The Crane Chinatown","1001 Vine St","19107","Philadelphia","PA","U.S.A.","9176316713",""
1455,"ELITE BADMINTON CENTER","33540 CENTER AVE","","UNION CITY","CA","U.S.A.","5104313130","EBCCHARITY2023@GMAIL.COM"
1458,"Bellevue Badminton Club - Renton","846 Lind Ave SW SW","","Renton","WA","U.S.A.","",""
1460,"Forth Worth Convention Center","","","Fort Worth, Texas","","U.S.A.","",""
